x=13.689; y=-1.035; t=22.524; error=0.0;
x=9.494739471943273; y=1.4591816916820763; t=27.904; error=0.003192340337140701;
x=9.48863813442887; y=1.4632528048803497; t=27.915; error=0.0032728712594902137;
x=9.482436350069825; y=1.4673909548814528; t=27.925; error=0.0034374810911239908;
x=9.47667444012909; y=1.4702747615458627; t=27.936; error=0.003290904497521573;
x=9.470708349229376; y=1.474255419103882; t=27.946; error=0.0032684573905627516;
x=9.463834699780305; y=1.4772044426533915; t=27.957; error=0.0032087033021932633;
x=9.455770793783113; y=1.4812404402202857; t=27.967; error=0.003248536333659281;
x=9.447780353752721; y=1.4842404276950996; t=27.978; error=0.00324786331626063;
x=9.439576832275296; y=1.4883462740760836; t=27.988; error=0.003372924712397026;
x=9.430675899913378; y=1.4913172923957718; t=28.0; error=0.0033330871133520046;
x=9.420738037461739; y=1.496291544356313; t=28.011; error=0.0033019522439046503;
x=9.409612553645804; y=1.4993306970509992; t=28.022; error=0.003353156352291774;
x=9.398934121474717; y=1.5041898928378636; t=28.034; error=0.0031905730358585726;
